RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,BlueStance,BlueHeightCms,BlueReachCms,RedStance,RedHeightCms,RedReachCms,RedAge,BlueAge,Finish,FinishDetails,FinishRound,FinishRoundTime,UfcEvent,,,,,,,,,,,,,,,,
Daniel Rodriguez,Nicolas Dalby,-335,250,21-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,Orthodox,180.34,187.96,Southpaw,185.42,187.96,33,36,U-DEC,,,,,,,,,,,,,,,,,,,,
Alan Jouban,Jared Gooden,-150,120,21-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,Orthodox,182.88,195.58,Southpaw,182.88,185.42,38,26,U-DEC,,,,,,,,,,,,,,,,,,,,
Kyle Daukaus,Dustin Stoltzfus,-315,230,21-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,Orthodox,182.88,190.5,Southpaw,190.5,193.04,27,29,U-DEC,,,,,,,,,,,,,,,,,,,,
Louis Cosce,Sasha Palatnikov,-455,325,21-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,Switch,185.42,182.88,Orthodox,175.26,180.34,25,31,KO/TKO,,,,,,,,,,,,,,,,,,,,
Paul Felder,Rafael Dos Anjos,165,-200,14-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,Southpaw,172.72,177.8,Orthodox,180.34,177.8,36,36,S-DEC,,,,,,,,,,,,,,,,,,,,
Abdul Razak Alhassan,Khaos Williams,-240,185,14-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,Orthodox,182.88,195.58,Orthodox,177.8,185.42,35,26,KO/TKO,,,,,,,,,,,,,,,,,,,,
Kay Hansen,Cory McKenna,-230,180,14-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,160.02,147.32,Orthodox,157.48,160.02,21,21,U-DEC,,,,,,,,,,,,,,,,,,,,
Brendan Allen,Sean Strickland,-118,-106,14-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Catch Weight,MALE,Orthodox,185.42,193.04,Orthodox,187.96,190.5,24,29,KO/TKO,,,,,,,,,,,,,,,,,,,,
Ashley Yoder,Miranda Granger,135,-167,14-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,Orthodox,170.18,172.72,Southpaw,170.18,175.26,33,28,U-DEC,,,,,,,,,,,,,,,,,,,,
Alex Morono,Rhys McKee,-177,140,14-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,Orthodox,187.96,198.12,Orthodox,180.34,182.88,30,25,U-DEC,,,,,,,,,,,,,,,,,,,,
Randa Markos,Kanako Murata,155,-200,14-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,154.94,157.48,Orthodox,162.56,160.02,35,27,U-DEC,,,,,,,,,,,,,,,,,,,,
Geraldo de Freitas,Tony Gravely,117,-148,14-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,Orthodox,165.1,175.26,Orthodox,170.18,182.88,29,29,S-DEC,,,,,,,,,,,,,,,,,,,,
Don'Tale Mayes,Roque Martinez,-265,205,14-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,Orthodox,177.8,182.88,Orthodox,198.12,205.74,28,34,U-DEC,,,,,,,,,,,,,,,,,,,,
Thiago Santos,Glover Teixeira,-240,190,07-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Light Heavyweight,MALE,Orthodox,187.96,193.04,Orthodox,187.96,193.04,36,41,SUB,,,,,,,,,,,,,,,,,,,,
Andrei Arlovski,Tanner Boser,235,-305,07-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,Orthodox,187.96,190.5,Orthodox,190.5,195.58,41,29,U-DEC,,,,,,,,,,,,,,,,,,,,
Raoni Barcelos,Khalid Taha,-400,295,07-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,Orthodox,165.1,175.26,Orthodox,170.18,170.18,33,28,U-DEC,,,,,,,,,,,,,,,,,,,,
Claudia Gadelha,Yan Xiaonan,125,-155,07-11-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,165.1,160.02,Orthodox,162.56,160.02,31,31,U-DEC,,,,,,,,,,,,,,,,,,,,
Trevin Giles,Bevon Lewis,100,-125,07-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,Orthodox,190.5,200.66,Orthodox,182.88,187.96,28,29,KO/TKO,,,,,,,,,,,,,,,,,,,,
Giga Chikadze,Jamey Simmons,-835,525,07-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,Orthodox,165.1,165.1,Orthodox,182.88,187.96,32,28,KO/TKO,,,,,,,,,,,,,,,,,,,,
Alexandr Romanov,Marcos Rogerio de Lima,-455,330,07-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,Orthodox,185.42,190.5,Southpaw,187.96,190.5,29,35,SUB,,,,,,,,,,,,,,,,,,,,
Darren Elkins,Eduardo Garagorri,-240,185,07-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,Orthodox,175.26,177.8,Orthodox,177.8,180.34,36,31,SUB,,,,,,,,,,,,,,,,,,,,
Max Griffin,Ramiz Brahimaj,-143,115,07-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,Orthodox,177.8,185.42,Orthodox,180.34,193.04,34,27,KO/TKO,,,,,,,,,,,,,,,,,,,,
Gustavo Lopez,Anthony Birchak,-134,108,07-11-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,Orthodox,172.72,175.26,Orthodox,165.1,170.18,31,34,SUB,,,,,,,,,,,,,,,,,,,,
Uriah Hall,Anderson Silva,-230,185,31-10-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,Southpaw,187.96,195.58,Orthodox,182.88,200.66,36,45,KO/TKO,,,,,,,,,,,,,,,,,,,,
Bryce Mitchell,Andre Fili,-150,120,31-10-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,Orthodox,180.34,187.96,Southpaw,177.8,177.8,26,30,U-DEC,,,,,,,,,,,,,,,,,,,,
Maurice Greene,Greg Hardy,250,-335,31-10-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,Orthodox,195.58,203.2,Orthodox,200.66,203.2,34,32,KO/TKO,,,,,,,,,,,,,,,,,,,,
Kevin Holland,Charlie Ontiveros,-770,500,31-10-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,Switch,187.96,198.12,Orthodox,190.5,205.74,27,29,SUB,,,,,,,,,,,,,,,,,,,,
Bobby Green,Thiago Moises,-335,245,31-10-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,177.8,Orthodox,177.8,180.34,34,25,U-DEC,,,,,,,,,,,,,,,,,,,,
Chris Gruetzemacher,Alexander Hernandez,315,-435,31-10-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,182.88,Orthodox,172.72,172.72,34,28,KO/TKO,,,,,,,,,,,,,,,,,,,,
Adrian Yanez,Victor Rodriguez,-500,356,31-10-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,Switch,165.1,165.1,Orthodox,170.18,177.8,26,28,KO/TKO,,,,,,,,,,,,,,,,,,,,
Sean Strickland,Jack Marshman,-375,277,31-10-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,Orthodox,182.88,185.42,Orthodox,185.42,193.04,29,30,U-DEC,,,,,,,,,,,,,,,,,,,,
Cole Williams,Jason Witt,119,-148,31-10-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,Orthodox,177.8,177.8,Orthodox,182.88,185.42,36,33,SUB,,,,,,,,,,,,,,,,,,,,
Dustin Jacoby,Justin Ledet,-400,296,31-10-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,Orthodox,193.04,203.2,Orthodox,190.5,193.04,32,32,KO/TKO,,,,,,,,,,,,,,,,,,,,
Miles Johns,Kevin Natividad,-165,131,31-10-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,Orthodox,167.64,177.8,Orthodox,170.18,167.64,26,27,KO/TKO,,,,,,,,,,,,,,,,,,,,
Khabib Nurmagomedov,Justin Gaethje,-315,255,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,TRUE,Lightweight,MALE,Orthodox,180.34,177.8,Orthodox,177.8,177.8,32,31,SUB,,,,,,,,,,,,,,,,,,,,
Robert Whittaker,Jared Cannonier,-110,-110,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,Switch,180.34,195.58,Orthodox,182.88,185.42,29,36,U-DEC,,,,,,,,,,,,,,,,,,,,
Alexander Volkov,Walt Harris,-190,150,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,Southpaw,195.58,195.58,Orthodox,200.66,203.2,32,37,KO/TKO,,,,,,,,,,,,,,,,,,,,
Jacob Malkoun,Phillip Hawes,195,-250,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,Orthodox,182.88,195.58,Orthodox,175.26,185.42,25,31,KO/TKO,,,,,,,,,,,,,,,,,,,,
Lauren Murphy,Liliya Shakirova,-215,170,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,162.56,165.1,Orthodox,165.1,170.18,37,29,SUB,,,,,,,,,,,,,,,,,,,,
Magomed Ankalaev,Ion Cutelaba,-335,250,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Light Heavyweight,MALE,Southpaw,185.42,190.5,Orthodox,190.5,190.5,28,26,KO/TKO,,,,,,,,,,,,,,,,,,,,
Stefan Struve,Tai Tuivasa,-112,-112,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Heavyweight,MALE,Southpaw,187.96,190.5,Orthodox,210.82,213.36,32,27,KO/TKO,,,,,,,,,,,,,,,,,,,,
Nathaniel Wood,Casey Kenney,140,-177,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Catch Weight,MALE,Southpaw,170.18,172.72,Orthodox,167.64,175.26,27,29,U-DEC,,,,,,,,,,,,,,,,,,,,
Alex Oliveira,Shavkat Rakhmonov,-112,-112,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,Orthodox,185.42,195.58,Orthodox,180.34,193.04,32,26,SUB,,,,,,,,,,,,,,,,,,,,
Liana Jojua,Miranda Maverick,295,-400,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Flyweight,FEMALE,Southpaw,160.02,165.1,Orthodox,162.56,157.48,25,23,KO/TKO,,,,,,,,,,,,,,,,,,,,
Joel Alvarez,Alexander Yakovlev,-175,138,24-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,Southpaw,190.5,187.96,Orthodox,190.5,195.58,26,36,SUB,,,,,,,,,,,,,,,,,,,,
Brian Ortega,Chan Sung Jung,160,-200,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,Orthodox,170.18,182.88,Switch,172.72,175.26,29,33,U-DEC,,,,,,,,,,,,,,,,,,,,
Katlyn Chookagian,Jessica Andrade,130,-159,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Flyweight,FEMALE,Orthodox,154.94,157.48,Orthodox,175.26,172.72,31,29,KO/TKO,,,,,,,,,,,,,,,,,,,,
Jimmy Crute,Modestas Bukauskas,-335,250,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Light Heavyweight,MALE,Switch,190.5,198.12,Orthodox,187.96,187.96,24,26,KO/TKO,,,,,,,,,,,,,,,,,,,,
Claudio Silva,James Krause,120,-150,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,Orthodox,187.96,185.42,Southpaw,180.34,180.34,38,34,U-DEC,,,,,,,,,,,,,,,,,,,,
Thomas Almeida,Jonathan Martinez,-139,110,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Featherweight,MALE,Southpaw,172.72,177.8,Southpaw,170.18,177.8,29,26,U-DEC,,,,,,,,,,,,,,,,,,,,
Mateusz Gamrot,Guram Kutateladze,-335,245,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Lightweight,MALE,Orthodox,180.34,182.88,Southpaw,177.8,177.8,29,28,S-DEC,,,,,,,,,,,,,,,,,,,,
Gillian Robertson,Poliana Botelho,-215,169,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,172.72,170.18,Orthodox,165.1,160.02,25,31,U-DEC,,,,,,,,,,,,,,,,,,,,
Junyong Park,John Phillips,-278,215,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,Southpaw,180.34,190.5,Orthodox,177.8,185.42,29,35,U-DEC,,,,,,,,,,,,,,,,,,,,
Jamie Mullarkey,Fares Ziam,-137,110,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Lightweight,MALE,Orthodox,185.42,190.5,Orthodox,182.88,187.96,26,23,U-DEC,,,,,,,,,,,,,,,,,,,,
Gadzhimurad Antigulov,Maxim Grishin,277,-375,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Light Heavyweight,MALE,Orthodox,190.5,198.12,Orthodox,180.34,177.8,33,36,KO/TKO,,,,,,,,,,,,,,,,,,,,
Said Nurmagomedov,Mark Striegl,-435,317,17-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Bantamweight,MALE,Southpaw,172.72,177.8,Orthodox,172.72,177.8,28,32,KO/TKO,,,,,,,,,,,,,,,,,,,,
Marlon Moraes,Cory Sandhagen,115,-141,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Bantamweight,MALE,Switch,180.34,177.8,Orthodox,167.64,170.18,32,28,KO/TKO,,,,,,,,,,,,,,,,,,,,
Edson Barboza,Makwan Amirkhani,-286,225,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,Southpaw,177.8,182.88,Orthodox,180.34,190.5,34,31,U-DEC,,,,,,,,,,,,,,,,,,,,
Ben Rothwell,Marcin Tybura,-159,130,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Heavyweight,MALE,Orthodox,190.5,198.12,Orthodox,193.04,198.12,38,34,U-DEC,,,,,,,,,,,,,,,,,,,,
Markus Perez,Dricus Du Plessis,133,-167,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,Orthodox,182.88,182.88,Orthodox,185.42,185.42,32,26,KO/TKO,,,,,,,,,,,,,,,,,,,,
Tom Aspinall,Alan Baudot,-560,400,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,Orthodox,190.5,190.5,Orthodox,195.58,198.12,27,30,KO/TKO,,,,,,,,,,,,,,,,,,,,
Youssef Zalal,Ilia Topuria,-162,130,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Featherweight,MALE,Orthodox,170.18,170.18,Switch,177.8,182.88,24,23,U-DEC,,,,,,,,,,,,,,,,,,,,
Tom Breese,KB Bhullar,-275,210,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,Orthodox,193.04,193.04,Southpaw,190.5,185.42,29,28,KO/TKO,,,,,,,,,,,,,,,,,,,,
Chris Daukaus,Rodrigo Nascimento,205,-265,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,Orthodox,187.96,203.2,Orthodox,190.5,193.04,31,27,KO/TKO,,,,,,,,,,,,,,,,,,,,
Impa Kasanganay,Joaquin Buckley,-265,200,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,Southpaw,177.8,193.04,Orthodox,180.34,190.5,26,26,KO/TKO,,,,,,,,,,,,,,,,,,,,
Ali AlQaisi,Tony Kelley,190,-245,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Bantamweight,MALE,Switch,175.26,177.8,Orthodox,167.64,172.72,30,33,U-DEC,,,,,,,,,,,,,,,,,,,,
Giga Chikadze,Omar Morales,136,-175,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,Orthodox,180.34,185.42,Orthodox,182.88,187.96,32,34,U-DEC,,,,,,,,,,,,,,,,,,,,
Tracy Cortez,Stephanie Egger,-205,160,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,170.18,170.18,Orthodox,165.1,165.1,26,32,U-DEC,,,,,,,,,,,,,,,,,,,,
Bruno Silva,Tagir Ulanbekov,321,-455,10-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Flyweight,MALE,Orthodox,167.64,167.64,Orthodox,162.56,165.1,30,30,U-DEC,,,,,,,,,,,,,,,,,,,,
Holly Holm,Irene Aldana,-125,103,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,175.26,172.72,Southpaw,172.72,175.26,38,32,U-DEC,,,,,,,,,,,,,,,,,,,,
Yorgan De Castro,Carlos Felipe,-265,205,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Heavyweight,MALE,Orthodox,182.88,190.5,Orthodox,182.88,187.96,33,25,U-DEC,,,,,,,,,,,,,,,,,,,,
Germaine de Randamie,Julianna Pena,-150,122,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,167.64,175.26,Orthodox,175.26,180.34,36,31,SUB,,,,,,,,,,,,,,,,,,,,
Kyler Phillips,Cameron Else,-480,342,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Bantamweight,MALE,Switch,175.26,180.34,Orthodox,172.72,182.88,25,33,KO/TKO,,,,,,,,,,,,,,,,,,,,
Dequan Townsend,Dusko Todorovic,245,-335,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,Orthodox,185.42,187.96,Orthodox,190.5,200.66,34,26,KO/TKO,,,,,,,,,,,,,,,,,,,,
Carlos Condit,Court McGee,111,-137,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Welterweight,MALE,Orthodox,180.34,190.5,Orthodox,187.96,190.5,36,35,U-DEC,,,,,,,,,,,,,,,,,,,,
Jordan Williams,Nassourdine Imavov,-125,105,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,Orthodox,190.5,190.5,Southpaw,185.42,190.5,29,25,U-DEC,,,,,,,,,,,,,,,,,,,,
Loma Lookboonmee,Jinh Yu Frey,-150,120,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Strawweight,FEMALE,Southpaw,160.02,165.1,Orthodox,154.94,154.94,24,35,U-DEC,,,,,,,,,,,,,,,,,,,,
Casey Kenney,Heili Alateng,-335,246,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Bantamweight,MALE,Orthodox,165.1,167.64,Southpaw,170.18,172.72,29,28,U-DEC,,,,,,,,,,,,,,,,,,,,
Luigi Vendramini,Jessin Ayari,-109,-114,03-10-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,Orthodox,182.88,185.42,Orthodox,172.72,185.42,24,28,KO/TKO,,,,,,,,,,,,,,,,,,,,
Israel Adesanya,Paulo Costa,-186,151,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,TRUE,Middleweight,MALE,Orthodox,185.42,182.88,Switch,193.04,203.2,31,29,KO/TKO,,,,,,,,,,,,,,,,,,,,
Dominick Reyes,Jan Blachowicz,-265,215,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,TRUE,Light Heavyweight,MALE,Orthodox,187.96,198.12,Southpaw,193.04,195.58,30,37,KO/TKO,,,,,,,,,,,,,,,,,,,,
Kai Kara-France,Brandon Royval,-240,188,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Flyweight,MALE,Southpaw,175.26,172.72,Orthodox,162.56,175.26,27,28,SUB,,,,,,,,,,,,,,,,,,,,
Ketlen Vieira,Sijara Eubanks,-190,150,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,162.56,170.18,Orthodox,172.72,172.72,29,35,U-DEC,,,,,,,,,,,,,,,,,,,,
Hakeem Dawodu,Zubaira Tukhugov,115,-143,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,Orthodox,172.72,172.72,Orthodox,172.72,185.42,29,29,S-DEC,,,,,,,,,,,,,,,,,,,,
Brad Riddell,Alex Da Silva,-335,253,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,Orthodox,172.72,185.42,Orthodox,170.18,180.34,28,24,U-DEC,,,,,,,,,,,,,,,,,,,,
Diego Sanchez,Jake Matthews,470,-715,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,Orthodox,180.34,185.42,Southpaw,177.8,182.88,38,26,U-DEC,,,,,,,,,,,,,,,,,,,,
Shane Young,Ludovit Klein,108,-129,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Featherweight,MALE,Southpaw,172.72,172.72,Orthodox,172.72,182.88,27,25,KO/TKO,,,,,,,,,,,,,,,,,,,,
William Knight,Aleksa Camur,134,-167,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Light Heavyweight,MALE,Orthodox,185.42,187.96,Orthodox,177.8,185.42,32,25,U-DEC,,,,,,,,,,,,,,,,,,,,
Juan Espino,Jeff Hughes,-305,233,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,Orthodox,187.96,195.58,Orthodox,193.04,208.28,39,32,SUB,,,,,,,,,,,,,,,,,,,,
Khadis Ibragimov,Danilo Marques,-182,150,26-09-2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Light Heavyweight,MALE,Orthodox,198.12,198.12,Orthodox,190.5,198.12,25,34,U-DEC,,,,,,,,,,,,,,,,,,,,
Colby Covington,Tyron Woodley,-335,260,19-09-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,Orthodox,175.26,187.96,Orthodox,180.34,182.88,32,38,KO/TKO,,,,,,,,,,,,,,,,,,,,
Khamzat Chimaev,Gerald Meerschaert,-400,300,19-09-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,Southpaw,185.42,195.58,Orthodox,187.96,190.5,26,32,KO/TKO,,,,,,,,,,,,,,,,,,,,
Johnny Walker,Ryan Spann,-125,100,19-09-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,Orthodox,195.58,200.66,Orthodox,198.12,208.28,28,29,KO/TKO,,,,,,,,,,,,,,,,,,,,
Mackenzie Dern,Randa Markos,-177,140,19-09-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,Orthodox,162.56,160.02,Orthodox,162.56,160.02,27,35,SUB,,,,,,,,,,,,,,,,,,,,
Kevin Holland,Darren Stewart,-265,205,19-09-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,Orthodox,182.88,187.96,Orthodox,190.5,205.74,27,29,S-DEC,,,,,,,,,,,,,,,,,,,,
Jordan Espinosa,David Dvorak,-112,-112,19-09-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Flyweight,MALE,Orthodox,165.1,172.72,Orthodox,167.64,175.26,30,28,U-DEC,,,,,,,,,,,,,,,,,,,,
Mirsad Bektic,Damon Jackson,-375,277,19-09-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,Switch,180.34,180.34,Orthodox,172.72,177.8,29,32,SUB,,,,,,,,,,,,,,,,,,,,
Mayra Bueno Silva,Mara Romero Borella,-275,210,19-09-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,167.64,175.26,Orthodox,167.64,167.64,29,34,SUB,,,,,,,,,,,,,,,,,,,,
Jessica-Rose Clark,Sarah Alpar,-230,180,19-09-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,Southpaw,162.56,162.56,Orthodox,165.1,162.56,32,29,KO/TKO,,,,,,,,,,,,,,,,,,,,
Darrick Minner,TJ Laramie,245,-335,19-09-2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,Orthodox,167.64,167.64,Orthodox,170.18,175.26,30,22,SUB,,,,,,,,,,,,,,,,,,,,
Journey Newson,Randy Costa,-137,110,19-09-2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,Switch,175.26,185.42,Orthodox,165.1,170.18,31,26,KO/TKO,,,,,,,,,,,,,,,,,,,,
